City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Te Anau,NZ,2022-04-06 22:41:24,-45.4167,167.7167,49.01,66,44,1.99
279,Shizunai,JP,2022-04-06 22:43:35,42.3339,142.3669,37.42,50,41,2.01
280,Palmerston,AU,2022-04-06 22:43:35,-12.486,130.9833,77.88,91,0,1.14
281,Mpanda,TZ,2022-04-06 22:43:36,-6.3655,31.0409,64.76,97,75,2.82
282,Kondoa,TZ,2022-04-06 22:43:36,-4.9,35.7833,59.72,91,14,4.0
283,Maizuru,JP,2022-04-06 22:43:36,35.45,135.3333,55.4,68,23,3.89
284,Katangli,RU,2022-04-06 22:43:37,51.7102,143.2326,30.31,71,26,18.79
285,Kuusalu,EE,2022-04-06 22:43:37,59.4439,25.4414,30.18,80,100,7.56
286,Lompoc,US,2022-04-06 22:43:37,34.6391,-120.4579,93.34,28,0,12.66
287,Banda Aceh,ID,2022-04-06 22:43:38,5.5577,95.3222,77.79,79,100,4.14
288,Bogorodskoye,RU,2022-04-06 22:43:38,56.55,37.8833,25.75,85,38,8.84
289,Skjervoy,NO,2022-04-06 22:43:38,70.0311,20.9714,30.2,72,99,14.2
290,Shitanjing,CN,2022-04-06 22:43:39,39.2342,106.3439,47.77,22,1,6.04
291,Dalvik,IS,2022-04-06 22:43:39,65.9702,-18.5286,24.73,80,99,1.97
292,Kawalu,ID,2022-04-06 22:43:39,-7.3817,108.2082,70.34,96,68,1.68
293,Nanzhang,CN,2022-04-06 22:43:40,31.7765,111.8386,61.84,67,0,1.68
294,Tateyama,JP,2022-04-06 22:43:40,34.9833,139.8667,59.09,78,96,12.59
295,Tela,HN,2022-04-06 22:43:40,15.7833,-87.45,91.35,58,0,4.61
296,Los Llanos De Aridane,ES,2022-04-06 22:43:41,28.6585,-17.9182,60.55,77,100,16.11
297,Meulaboh,ID,2022-04-06 22:43:41,4.1363,96.1285,77.49,85,100,3.42
298,Toora-Khem,RU,2022-04-06 22:43:41,52.4675,96.11,32.74,97,97,0.72
299,Asilah,MA,2022-04-06 22:43:41,35.465,-6.0348,53.56,80,12,2.33
300,Leningradskiy,RU,2022-04-06 22:43:42,69.3833,178.4167,-1.68,95,100,19.57
301,Constitucion,CL,2022-04-06 22:43:42,-35.3333,-72.4167,56.95,76,16,13.18
302,Conde,BR,2022-04-06 22:43:42,-7.2597,-34.9075,78.26,89,75,5.75
303,Chokurdakh,RU,2022-04-06 22:43:43,70.6333,147.9167,-10.64,91,11,3.04
304,Namatanai,PG,2022-04-06 22:43:43,-3.6667,152.4333,77.02,91,100,10.96
305,Bairiki,KI,2022-04-06 22:43:43,1.3292,172.9752,84.2,74,20,16.11
306,Kulhudhuffushi,MV,2022-04-06 22:43:44,6.6221,73.07,83.17,70,17,6.2
307,Pecos,US,2022-04-06 22:43:44,31.4229,-103.4932,70.63,11,0,0.0
308,Coihaique,CL,2022-04-06 22:43:44,-45.5752,-72.0662,42.75,87,100,4.61
309,Mumford,GH,2022-04-06 22:43:45,5.2618,-0.759,81.88,86,75,5.93
310,Upata,VE,2022-04-06 22:43:45,8.0086,-62.3989,80.4,44,4,7.09
311,Nikolskoye,RU,2022-04-06 22:43:46,59.7035,30.7861,30.87,93,73,5.79
312,Alice Springs,AU,2022-04-06 22:39:47,-23.7,133.8833,69.22,32,0,4.61
313,Baykit,RU,2022-04-06 22:43:46,61.67,96.37,32.43,90,98,5.77
314,Senneterre,CA,2022-04-06 22:43:46,48.3835,-77.2328,38.8,70,89,7.78
315,Qaqortoq,GL,2022-04-06 22:44:18,60.7167,-46.0333,28.62,81,98,2.06
316,Cayenne,GF,2022-04-06 22:44:47,4.9333,-52.3333,81.09,1,75,9.22
317,Lahijan,IR,2022-04-06 22:44:47,37.2061,50.0029,56.98,89,97,6.04
318,Iquique,CL,2022-04-06 22:43:58,-20.2208,-70.1431,66.24,80,40,1.45
319,Bismarck,US,2022-04-06 22:42:52,46.8083,-100.7837,46.24,40,75,35.68
320,Woodward,US,2022-04-06 22:44:48,36.4337,-99.3904,63.63,16,0,28.77
321,Chunskiy,RU,2022-04-06 22:44:48,56.0815,99.6342,43.56,95,100,9.55
322,Taoudenni,ML,2022-04-06 22:44:48,22.6783,-3.9836,82.36,15,4,10.2
323,Puerto Escondido,MX,2022-04-06 22:43:54,15.85,-97.0667,85.03,70,0,13.8
324,Ust-Maya,RU,2022-04-06 22:44:49,60.4167,134.5333,22.87,87,100,7.87
325,Camacha,PT,2022-04-06 22:41:20,33.0833,-16.3333,56.62,77,20,9.22
326,Namibe,AO,2022-04-06 22:44:49,-15.1961,12.1522,72.88,71,1,3.44
327,Grindavik,IS,2022-04-06 22:44:49,63.8424,-22.4338,28.35,68,40,18.41
328,Zhigalovo,RU,2022-04-06 22:44:50,54.8097,105.1578,37.49,97,100,5.59
329,Merauke,ID,2022-04-06 22:44:50,-8.4667,140.3333,81.59,77,49,8.39
330,Raudeberg,NO,2022-04-06 22:44:51,61.9875,5.1352,32.67,64,6,8.01
331,Tiruchchendur,IN,2022-04-06 22:44:51,8.4833,78.1167,82.04,74,93,8.52
332,La Ronge,CA,2022-04-06 22:44:51,55.1001,-105.2842,43.02,33,40,3.44
333,Shimoda,JP,2022-04-06 22:44:52,34.6667,138.95,57.11,70,71,13.0
334,Gambo,CF,2022-04-06 22:44:52,4.6482,22.2633,69.71,97,100,2.39
335,Vasto,IT,2022-04-06 22:44:52,42.1243,14.7059,52.14,86,62,8.52
336,Prado,BR,2022-04-06 22:44:53,-17.3411,-39.2208,77.4,79,7,5.61
337,Saint Anthony,US,2022-04-06 22:44:53,45.0205,-93.218,40.1,86,100,21.85
338,Cuenca,EC,2022-04-06 22:40:02,-2.8833,-78.9833,64.53,63,75,10.36
339,Praia Da Vitoria,PT,2022-04-06 22:44:54,38.7333,-27.0667,64.65,77,40,25.77
340,Sao Joao Da Barra,BR,2022-04-06 22:44:54,-21.6403,-41.0511,75.88,83,40,9.48
341,Labuhan,ID,2022-04-06 22:44:54,-6.8844,112.2051,76.8,87,64,12.06
342,Pisco,PE,2022-04-06 22:44:55,-13.7,-76.2167,68.05,83,0,21.85
343,Vao,NC,2022-04-06 22:44:55,-22.6667,167.4833,78.96,87,100,31.81
344,Hambantota,LK,2022-04-06 22:44:55,6.1241,81.1185,77.31,76,100,1.95
345,Gambela,ET,2022-04-06 22:44:56,8.25,34.5833,79.36,63,55,8.52
346,Linares,CL,2022-04-06 22:44:56,-35.85,-71.6,68.32,33,14,4.92
347,Vila Franca Do Campo,PT,2022-04-06 22:44:56,37.7167,-25.4333,63.01,88,73,14.88
348,Rupert,US,2022-04-06 22:44:56,42.6191,-113.6772,50.18,21,0,5.75
349,Bugene,TZ,2022-04-06 22:44:57,-1.5911,31.1403,57.24,94,43,1.54
350,Komsomolskiy,UZ,2022-04-06 22:44:57,40.4272,71.7189,61.52,48,28,6.91
351,Clyde River,CA,2022-04-06 22:44:58,70.4692,-68.5914,3.43,78,20,4.61
352,Vila,PT,2022-04-06 22:44:58,42.0304,-8.1588,43.68,83,53,3.58
353,Elat,IL,2022-04-06 22:44:58,29.5581,34.9482,84.04,11,34,6.91
354,Bonito,BR,2022-04-06 22:44:58,-21.1211,-56.4819,75.94,84,72,2.24
355,Henties Bay,NA,2022-04-06 22:44:59,-22.116,14.2845,61.02,85,4,9.64
356,Istok,XK,2022-04-06 22:44:59,42.7808,20.4875,48.51,70,71,1.1
357,Sheregesh,RU,2022-04-06 22:44:59,52.9209,87.9869,38.95,98,100,4.14
358,Somerset West,ZA,2022-04-06 22:45:00,-34.084,18.8211,57.87,83,82,7.99
359,Luderitz,NA,2022-04-06 22:45:00,-26.6481,15.1594,62.55,62,100,24.36
360,Gewane,ET,2022-04-06 22:45:00,10.1664,40.6453,79.66,31,5,4.9
361,Brigantine,US,2022-04-06 22:46:01,39.4101,-74.3646,53.04,95,100,6.91
362,Faya,SA,2022-04-06 22:46:01,18.3851,42.4509,62.71,12,0,6.06
363,Hofn,IS,2022-04-06 22:46:01,64.2539,-15.2082,29.23,60,0,27.25
364,San Martin,AR,2022-04-06 22:46:02,-33.081,-68.4681,79.34,31,0,5.14
365,Paracatu,BR,2022-04-06 22:46:02,-17.2222,-46.8747,74.86,54,6,1.99
366,Toktogul,KG,2022-04-06 22:46:02,41.8708,72.9402,57.25,48,75,3.38
367,Nobeoka,JP,2022-04-06 22:46:03,32.5833,131.6667,59.27,55,90,2.28
368,Northam,GB,2022-04-06 22:46:03,51.0333,-4.2167,50.25,92,97,29.59
369,Pasighat,IN,2022-04-06 22:46:03,28.0667,95.3333,68.23,84,54,2.82
370,Laguna,US,2022-04-06 22:46:04,38.421,-121.4238,85.1,20,0,8.05
371,Grand Forks,US,2022-04-06 22:43:20,47.9417,-97.4337,35.53,93,75,34.52
372,Nalut,LY,2022-04-06 22:46:04,30.3333,10.85,73.53,15,0,12.91
373,Vila Velha,BR,2022-04-06 22:46:04,-20.3297,-40.2925,80.55,84,75,11.99
374,Sakaraha,MG,2022-04-06 22:46:05,-22.9,44.5333,69.48,79,9,1.19
375,Adrar,MR,2022-04-06 22:46:05,20.5022,-10.0711,74.48,22,5,13.11
376,Asekeyevo,RU,2022-04-06 22:46:05,53.5742,52.7972,38.77,91,100,14.36
377,Totness,SR,2022-04-06 22:46:06,5.8833,-56.3167,77.36,86,62,11.05
378,El Dorado,US,2022-04-06 22:46:06,38.7666,-120.5177,77.41,36,7,3.0
379,Kastamonu,TR,2022-04-06 22:46:06,41.5,33.6667,40.3,94,0,2.08
380,Claremore,US,2022-04-06 22:46:07,36.3126,-95.6161,67.1,40,40,14.97
381,Charleston,US,2022-04-06 22:46:07,32.7766,-79.9309,74.1,91,20,11.5
382,Champasak,LA,2022-04-06 22:46:07,14.75,106.0,70.61,87,100,1.1
383,Dakar,SN,2022-04-06 22:46:08,14.6937,-17.4441,70.68,83,5,11.5
384,Hirado,JP,2022-04-06 22:46:08,33.3597,129.5531,56.39,71,33,7.63
385,Zapolyarnyy,RU,2022-04-06 22:46:08,69.4154,30.8136,29.48,95,100,13.42
386,Dandong,CN,2022-04-06 22:43:13,40.1292,124.3947,41.81,53,55,7.99
387,Pincher Creek,CA,2022-04-06 22:45:04,49.4833,-113.952,49.69,24,20,23.02
388,Jalingo,NG,2022-04-06 22:46:09,8.8833,11.3667,81.75,59,32,4.23
389,Axim,GH,2022-04-06 22:46:09,4.8699,-2.2405,81.12,87,84,4.23
390,Rosarito,MX,2022-04-06 22:46:09,32.3333,-117.0333,80.24,56,5,5.46
391,Tongliao,CN,2022-04-06 22:46:10,43.6125,122.2653,35.31,46,5,7.83
392,Cururupu,BR,2022-04-06 22:46:10,-1.8283,-44.8683,74.26,95,70,2.84
393,Puerto Quijarro,BO,2022-04-06 22:46:10,-17.7833,-57.7667,85.1,47,100,1.39
394,Muzhi,RU,2022-04-06 22:46:11,65.3667,64.6667,15.93,77,100,17.9
395,Kitami,JP,2022-04-06 22:46:11,43.8031,143.8908,37.11,52,39,6.26
396,Hay River,CA,2022-04-06 22:42:19,60.8156,-115.7999,46.38,36,20,4.61
397,Havoysund,NO,2022-04-06 22:46:12,70.9963,24.6622,34.03,78,99,24.74
398,Murray Bridge,AU,2022-04-06 22:46:12,-35.1167,139.2667,61.12,75,0,9.13
399,Olafsvik,IS,2022-04-06 22:46:12,64.8945,-23.7142,27.19,57,14,14.16
400,Srednekolymsk,RU,2022-04-06 22:46:13,67.45,153.6833,0.88,88,73,6.06
401,Ust-Tsilma,RU,2022-04-06 22:46:13,65.441,52.1498,19.99,92,96,7.92
402,Sabang,ID,2022-04-06 22:46:13,5.8933,95.3214,81.39,68,100,1.34
403,Miramar,US,2022-04-06 22:45:02,25.9873,-80.2323,90.01,70,0,14.97
404,Tsabong,BW,2022-04-06 22:46:14,-26.0217,22.401,62.83,38,3,9.89
405,Vestmannaeyjar,IS,2022-04-06 22:46:14,63.4427,-20.2734,30.58,54,0,12.33
406,Severnyy,RU,2022-04-06 22:46:15,50.677,36.5532,48.24,66,0,4.47
407,Souillac,MU,2022-04-06 22:42:35,-20.5167,57.5167,77.38,83,40,6.91
408,North Myrtle Beach,US,2022-04-06 22:46:15,33.816,-78.68,77.13,90,40,9.22
409,Tshikapa,CD,2022-04-06 22:47:15,-6.4167,20.8,69.66,93,91,1.3
410,Ecija,ES,2022-04-06 22:47:16,37.5422,-5.0826,47.98,91,4,3.47
411,Esna,EG,2022-04-06 22:47:16,25.2934,32.554,87.82,10,0,4.83
412,Ouadda,CF,2022-04-06 22:47:16,8.0777,22.4007,73.83,75,85,6.4
413,Mildura,AU,2022-04-06 22:47:17,-34.2,142.15,59.07,82,3,6.91
414,Riyadh,SA,2022-04-06 22:45:01,24.6877,46.7219,82.54,11,58,9.93
415,Sirathu,IN,2022-04-06 22:47:17,25.65,81.3167,78.71,10,14,2.48
416,Codrington,AU,2022-04-06 22:47:18,-38.2667,141.9667,63.54,67,92,11.32
417,Yaan,NG,2022-04-06 22:47:18,7.3833,8.5667,81.32,59,98,4.38
418,Enshi,CN,2022-04-06 22:47:18,30.3,109.4833,55.31,86,0,1.14
419,Abha,SA,2022-04-06 22:47:01,18.2164,42.5053,62.42,10,0,0.0
420,Bocana De Paiwas,NI,2022-04-06 22:47:19,12.7857,-85.1227,88.68,46,95,11.43
421,Gat,IL,2022-04-06 22:46:03,31.61,34.7642,62.78,100,12,6.73
422,Panalingaan,PH,2022-04-06 22:47:19,8.7842,117.4231,77.13,82,100,1.19
423,Mehamn,NO,2022-04-06 22:47:20,71.0357,27.8492,33.75,64,75,19.57
424,Queimadas,BR,2022-04-06 22:47:20,-10.9783,-39.6264,80.64,48,29,14.63
425,Shelburne,CA,2022-04-06 22:46:39,44.0787,-80.2041,52.56,80,100,14.81
426,Nibbar,TN,2022-04-06 22:47:20,36.2941,8.7666,53.51,71,40,9.22
427,Gonbad-E Qabus,IR,2022-04-06 22:47:21,37.25,55.1672,61.05,49,53,2.46
428,La Ciotat,FR,2022-04-06 22:47:21,43.1748,5.6045,53.82,78,56,17.25
429,Puerto Maldonado,PE,2022-04-06 22:47:21,-12.6,-69.1833,82.8,78,0,1.14
430,Atar,MR,2022-04-06 22:47:22,20.5169,-13.0499,76.35,22,5,12.5
431,Teguldet,RU,2022-04-06 22:47:22,57.3064,88.1667,33.4,95,100,8.77
432,Kluang,MY,2022-04-06 22:47:22,2.0251,103.3328,73.45,95,100,1.05
433,Kloulklubed,PW,2022-04-06 22:45:08,7.0419,134.2556,73.9,87,100,10.74
434,Itaituba,BR,2022-04-06 22:47:23,-4.2761,-55.9836,74.23,97,92,1.66
435,Lata,PT,2022-04-06 22:47:23,40.1629,-8.3327,54.81,96,80,1.7
436,Shakhtinsk,KZ,2022-04-06 22:47:23,49.71,72.5872,32.32,83,60,8.08
437,Porbandar,IN,2022-04-06 22:47:24,21.6422,69.6093,79.54,69,29,10.92
438,Tucuman,AR,2022-04-06 22:42:39,-26.8241,-65.2226,77.0,69,40,3.44
439,Moroni,KM,2022-04-06 22:47:24,-11.7022,43.2551,80.17,78,63,3.4
440,Hukuntsi,BW,2022-04-06 22:47:25,-24.0,21.75,63.95,30,0,11.18
441,Spencer,US,2022-04-06 22:47:25,43.1414,-95.1444,41.11,69,100,23.02
442,Kajaani,FI,2022-04-06 22:47:25,64.2273,27.7285,21.25,86,20,11.5
443,Kashin,RU,2022-04-06 22:47:26,57.3592,37.6081,23.94,88,42,9.26
444,Valreas,FR,2022-04-06 22:47:26,44.3837,4.9908,50.88,75,89,7.58
445,Ilulissat,GL,2022-04-06 22:44:15,69.2167,-51.1,19.27,91,100,4.76
446,Shiyan,CN,2022-04-06 22:47:27,32.6475,110.7781,60.89,57,0,2.57
447,Caravelas,BR,2022-04-06 22:44:42,-17.7125,-39.2481,76.93,81,26,4.34
448,Berdigestyakh,RU,2022-04-06 22:47:27,62.0989,126.6992,0.95,96,89,4.68
449,Torrington,US,2022-04-06 22:47:27,41.8007,-73.1212,49.55,94,100,5.01
450,Bilokurakyne,UA,2022-04-06 22:47:28,49.5341,38.7307,48.81,66,98,10.31
451,Zalantun,CN,2022-04-06 22:47:28,48.0,122.7167,25.65,42,0,5.82
452,Ikom,NG,2022-04-06 22:47:28,5.9667,8.7063,76.55,78,100,2.86
453,Okhotsk,RU,2022-04-06 22:47:29,59.3833,143.3,26.49,94,100,32.1
454,Ibra,OM,2022-04-06 22:47:29,22.6906,58.5334,76.46,38,0,0.87
455,Mount Isa,AU,2022-04-06 22:47:29,-20.7333,139.5,78.57,22,0,13.8
456,Sola,VU,2022-04-06 22:47:30,-13.8833,167.55,83.28,73,100,14.41
457,Palana,RU,2022-04-06 22:47:30,59.1167,159.9667,22.64,70,70,4.68
458,Guacimo,CR,2022-04-06 22:48:30,10.2104,-83.6807,81.32,76,88,4.36
459,Lensk,RU,2022-04-06 22:48:31,60.7253,114.9278,16.36,90,100,4.43
460,Jega,NG,2022-04-06 22:48:31,12.2175,4.3792,92.26,24,98,4.29
461,Salinopolis,BR,2022-04-06 22:48:31,-0.6136,-47.3561,76.57,90,94,4.14
462,Kalemie,CD,2022-04-06 22:48:32,-5.9475,29.1947,69.89,86,78,4.43
463,Kieta,PG,2022-04-06 22:48:32,-6.2167,155.6333,77.5,94,100,9.57
464,Halifax,CA,2022-04-06 22:45:22,44.6453,-63.5724,49.89,40,75,11.5
465,Wewak,PG,2022-04-06 22:48:32,-3.5534,143.6268,79.86,85,100,4.16
466,Nara,JP,2022-04-06 22:48:33,34.6851,135.8049,55.71,50,50,0.67
467,Isangel,VU,2022-04-06 22:48:33,-19.55,169.2667,77.5,90,100,18.61
468,Mersing,MY,2022-04-06 22:48:33,2.4312,103.8405,73.31,100,99,5.75
469,Isabela,PH,2022-04-06 22:45:56,6.7085,121.9711,77.05,90,100,8.61
470,Simdega,IN,2022-04-06 22:48:34,22.6167,84.5167,73.35,15,2,2.86
471,Cermik,TR,2022-04-06 22:48:34,38.1361,39.4493,55.67,71,50,7.61
472,Maningrida,AU,2022-04-06 22:48:34,-12.0667,134.2667,80.02,84,33,4.83
473,Sakakah,SA,2022-04-06 22:48:35,29.9697,40.2064,76.57,21,4,15.88
474,Zyryanka,RU,2022-04-06 22:48:35,65.75,150.85,-1.79,95,99,3.83
475,San Antonio,US,2022-04-06 22:47:55,29.4241,-98.4936,82.15,21,0,16.11
476,Staryy Nadym,RU,2022-04-06 22:48:35,65.6118,72.6842,14.52,91,100,20.89
477,Tokaj,HU,2022-04-06 22:48:36,48.1167,21.4167,42.03,82,36,3.06
478,Knysna,ZA,2022-04-06 22:48:36,-34.0363,23.0471,57.38,78,62,14.29
479,Lazurne,UA,2022-04-06 22:48:36,46.084,32.5295,45.45,85,57,13.69
480,Inhambane,MZ,2022-04-06 22:48:37,-23.865,35.3833,74.88,82,15,9.6
481,Tommot,RU,2022-04-06 22:48:37,58.9564,126.2925,9.16,92,99,4.41
482,Mafinga,TZ,2022-04-06 22:48:37,-7.25,35.0667,67.15,84,94,1.74
483,Liepaja,LV,2022-04-06 22:48:38,56.5419,21.0367,42.78,93,100,23.02
484,Pochutla,MX,2022-04-06 22:48:38,15.7432,-96.4661,84.81,54,6,10.67
485,Limbang,MY,2022-04-06 22:48:39,4.75,115.0,75.31,97,100,2.37
486,Socorro,US,2022-04-06 22:48:25,31.6546,-106.3033,86.49,12,0,8.05
487,Leiyang,CN,2022-04-06 22:48:39,26.4024,112.8591,62.6,84,90,0.92
488,Ayr,GB,2022-04-06 22:48:39,55.4627,-4.6339,41.5,87,75,6.91
489,Broome,US,2022-04-06 22:48:40,42.2506,-75.833,55.78,80,100,11.5
490,Kalmunai,LK,2022-04-06 22:48:40,7.4167,81.8167,77.29,83,99,3.29
491,Tall Kayf,TR,2022-04-06 22:48:40,37.0833,41.0667,63.34,36,88,9.44
492,Fare,PF,2022-04-06 22:48:41,-16.7,-151.0167,82.71,71,34,22.28
493,Aktash,RU,2022-04-06 22:48:41,50.3,87.7333,22.98,68,95,4.05
494,Cody,US,2022-04-06 22:48:41,44.5263,-109.0565,45.91,21,100,13.8
495,Havelock,US,2022-04-06 22:48:42,34.8791,-76.9013,80.55,81,0,5.75
496,Rocha,UY,2022-04-06 22:48:42,-34.4833,-54.3333,63.52,70,0,6.53
497,Maunabo,PR,2022-04-06 22:48:42,18.0072,-65.8993,80.44,74,15,11.79
498,Muslyumovo,RU,2022-04-06 22:48:43,55.3033,53.1947,34.79,98,100,13.11
499,Benin,BJ,2022-04-06 22:48:43,9.5,2.25,87.8,40,27,9.42
500,Vigrestad,NO,2022-04-06 22:48:43,58.5667,5.7,37.58,86,100,22.64
501,Chifeng,CN,2022-04-06 22:48:44,42.2683,118.9636,42.62,49,19,3.13
502,Terrasini,IT,2022-04-06 22:48:44,38.146,13.0844,60.37,74,40,14.97
503,Quatre Cocos,MU,2022-04-06 22:48:44,-20.2078,57.7625,77.11,78,69,13.76
504,Guerrero Negro,MX,2022-04-06 22:45:50,27.9769,-114.0611,73.56,44,0,14.47
505,Banska Stiavnica,SK,2022-04-06 22:48:45,48.4486,18.91,47.25,85,98,7.0
506,Kangaatsiaq,GL,2022-04-06 22:48:45,68.3065,-53.4641,11.71,91,100,10.31
507,Nyurba,RU,2022-04-06 22:49:45,63.2842,118.3319,5.85,95,93,4.65
508,Ambikapur,IN,2022-04-06 22:49:46,23.1167,83.2,72.39,11,7,4.36
509,Kirkland Lake,CA,2022-04-06 22:49:46,48.1446,-80.0377,46.69,36,100,13.24
510,Cambe,BR,2022-04-06 22:49:46,-23.2758,-51.2783,79.48,74,20,4.61
511,Katherine,AU,2022-04-06 22:49:47,-14.4667,132.2667,79.12,78,78,4.61
512,Nishihara,JP,2022-04-06 22:49:47,26.1842,127.7558,65.48,73,20,6.91
513,Stornoway,GB,2022-04-06 22:49:47,58.2093,-6.3865,39.16,92,75,36.82
514,Batalha,BR,2022-04-06 22:49:48,-9.6778,-37.1247,76.14,71,55,9.8
515,Asau,RO,2022-04-06 22:49:48,46.4333,26.4,43.72,74,8,3.69
516,Lishu,CN,2022-04-06 22:49:48,43.3047,124.3278,35.56,37,29,11.41
517,Mount Gambier,AU,2022-04-06 22:49:48,-37.8333,140.7667,57.11,100,100,10.36
518,Rexburg,US,2022-04-06 22:47:24,43.826,-111.7897,48.18,14,0,13.8
519,Sioux Lookout,CA,2022-04-06 22:49:49,50.1001,-91.917,35.67,93,100,12.66
520,Saint-Georges,GD,2022-04-06 22:49:18,12.0564,-61.7485,78.48,83,75,23.02
521,Cabra,ES,2022-04-06 22:49:49,37.4725,-4.4421,45.59,81,4,2.62
522,Talnakh,RU,2022-04-06 22:49:50,69.4865,88.3972,19.98,95,99,5.59
523,Nanchang,CN,2022-04-06 22:45:59,28.6833,115.8833,64.06,66,57,0.92
524,Lokosovo,RU,2022-04-06 22:49:50,61.1333,74.8167,24.75,87,99,16.78
525,Varzob,TJ,2022-04-06 22:49:50,38.7737,68.8178,55.13,26,82,9.64
526,Atherton,GB,2022-04-06 22:49:51,53.5237,-2.4935,46.89,74,67,7.0
527,Flinders,AU,2022-04-06 22:47:42,-34.5833,150.8552,64.38,91,100,3.0
528,Bauchi,NG,2022-04-06 22:49:51,10.5,10.0,81.88,15,28,4.03
529,Beaumont,US,2022-04-06 22:49:52,30.0861,-94.1019,85.98,44,0,20.71
530,Polovinnoye,RU,2022-04-06 22:49:52,54.7914,65.9864,31.96,87,76,6.87
531,Bijie,CN,2022-04-06 22:49:52,27.3125,105.2942,47.03,69,70,3.94
532,Touros,BR,2022-04-06 22:49:53,-5.1989,-35.4608,80.06,77,36,11.05
533,Xichang,CN,2022-04-06 22:49:53,27.8964,102.2634,45.84,90,51,1.21
534,Weligama,LK,2022-04-06 22:49:53,5.9667,80.4167,75.43,83,100,4.79
535,Amahai,ID,2022-04-06 22:49:53,-3.3333,128.9167,79.79,79,100,1.36
536,Little Current,CA,2022-04-06 22:45:38,45.9793,-81.9248,44.42,97,100,20.24
537,Ukiah,US,2022-04-06 22:45:03,39.1502,-123.2078,88.38,22,0,3.44
538,Pratapgarh,IN,2022-04-06 22:49:54,24.0333,74.7833,82.0,17,83,5.08
539,Alta Gracia,AR,2022-04-06 22:49:54,-31.6529,-64.4283,76.89,63,0,6.58
540,Nemuro,JP,2022-04-06 22:49:55,43.3236,145.575,35.62,70,76,10.51
541,Puerto Narino,CO,2022-04-06 22:49:55,-3.7703,-70.3831,76.23,90,34,1.79
542,Tyukod,HU,2022-04-06 22:49:55,47.8538,22.5633,46.49,84,38,9.17
543,Sao Jose Da Coroa Grande,BR,2022-04-06 22:49:56,-8.8978,-35.1478,78.75,74,85,6.6
544,Riohacha,CO,2022-04-06 22:49:56,11.5444,-72.9072,82.51,78,40,13.8
545,San Ramon,US,2022-04-06 22:46:04,37.7799,-121.978,86.45,20,0,11.5
546,Kristinehamn,SE,2022-04-06 22:49:57,59.3098,14.1081,27.16,73,100,7.38
547,Lakes Entrance,AU,2022-04-06 22:49:57,-37.8811,147.981,60.17,76,86,11.72
548,Cansancao,BR,2022-04-06 22:49:57,-10.6672,-39.4992,80.44,40,42,13.87
549,Puerto Madryn,AR,2022-04-06 22:49:58,-42.7692,-65.0385,57.65,77,73,20.56
550,Tezu,IN,2022-04-06 22:49:58,27.9167,96.1667,67.71,80,71,3.29
551,San Policarpo,PH,2022-04-06 22:49:58,12.1791,125.5072,78.48,90,100,16.11
552,Belyy Yar,RU,2022-04-06 22:49:59,53.6039,91.3903,55.29,50,0,11.18
553,Ocos,GT,2022-04-06 22:49:59,14.5094,-92.1933,84.97,66,4,11.39
554,Emerald,AU,2022-04-06 22:47:58,-23.5333,148.1667,75.34,69,100,10.36
555,Jesup,US,2022-04-06 22:50:59,31.6074,-81.8854,82.33,65,40,8.05
